u,v,key,osmid,bridge,highway,lanes,maxspeed,name,oneway,reversed,length,geometry,access,tunnel,width,service,area,ref,u_elevation,v_elevation,elevation_dif,slope,abs_slope
31678593,2370332227,0,228463990,,footway,,,Hüdavendigar Caddesi,False,False,87.05157237171687,"LINESTRING (28.9785492 41.0124357, 28.9784891 41.0125163, 28.978244 41.0127022, 28.9781653 41.0127617, 28.9778478 41.0130087)",,,,,,,9.857747077941896,11.87598991394043,2.0182428359985334,0.023184450102526375,0.023184450102526375
31678593,8025543158,0,261074774,,footway,,,,False,True,44.13381781924186,"LINESTRING (28.9785492 41.0124357, 28.9785394 41.0123713, 28.9784383 41.0120481)",,,,,,,9.857747077941896,10.53125095367432,0.6735038757324237,0.015260494310528089,0.015260494310528089
31678593,8025543156,0,"[1153655026, 1464536187, 1153655027]",,footway,,,,False,False,38.72585826507012,"LINESTRING (28.9785492 41.0124357, 28.9786569 41.0124895, 28.9786828 41.0124853, 28.9787143 41.0124801, 28.9788408 41.0124595, 28.9789631 41.0124018)",,building_passage,,,,,9.857747077941896,9.11368179321289,-0.7440652847290057,-0.019213655114782475,0.019213655114782475
31678593,8602033002,0,1464536187,,footway,,,,False,True,5.8908974104384075,"LINESTRING (28.9785492 41.0124357, 28.9785144 41.0124189, 28.9784901 41.0124071)",,,,,,,9.857747077941896,9.955135345458984,0.09738826751708807,0.016531991771664603,0.016531991771664603
31678598,1055371734,0,183697894,,primary,3,,Reşadiye Caddesi,False,True,22.70139593403592,"LINESTRING (28.9748744 41.0172365, 28.9751074 41.0171327)",,,,,,,0.2212540209293365,0.0433169826865196,-0.1779370382428169,-0.007838154039507241,0.007838154039507241
31678598,10132350350,0,4885626,,primary,1,30,,False,False,80.85594353763433,"LINESTRING (28.9748744 41.0172365, 28.974757 41.017279, 28.974653 41.0173136, 28.9745413 41.0173509, 28.9744106 41.0173938, 28.9742389 41.0174438, 28.9740631 41.0174856, 28.973981 41.0175069)",,,,,,,0.2212540209293365,0.0052400380373001,-0.21601398289203638,-0.0026715906517310365,0.0026715906517310365
31678598,11888714138,0,91264152,,primary_link,2,30,,False,False,80.65968270399604,"LINESTRING (28.9748744 41.0172365, 28.9747548 41.0173099, 28.9745704 41.0173999, 28.974367 41.0175047, 28.9741543 41.0176206, 28.9740914 41.0176566)",,,,,,,0.2212540209293365,0.0,-0.2212540209293365,-0.0027430559297052025,0.0027430559297052025
31678600,10132350350,0,4885626,,primary,1,30,,False,True,125.91788072360367,"LINESTRING (28.9725003 41.0176784, 28.9725844 41.017657, 28.9726801 41.0176406, 28.9727728 41.0176335, 28.9733686 41.0175873, 28.9737444 41.017543, 28.9738986 41.017522, 28.973981 41.0175069)",,,,,,,-0.0171681363135576,0.0052400380373001,0.0224081743508577,0.00017795863639132249,0.00017795863639132249
31678600,2942366324,0,"[290733242, 91264149, 5169879]",,primary_link,2,30,,False,True,468.3015865818993,"LINESTRING (28.9725003 41.0176784, 28.9726788 41.0176801, 28.9729003 41.0176737, 28.9733442 41.0176545, 28.9734591 41.0176563, 28.973539 41.0176837, 28.9735718 41.0177214, 28.9735807 41.017755, 28.9735759 41.0178033, 28.9735545 41.0178373, 28.9735137 41.0178714, 28.9734471 41.0178984, 28.9733645 41.0179082, 28.973276 41.0179126, 28.9731284 41.0178982, 28.9729659 41.0178763, 28.9728033 41.0178543, 28.9723483 41.0177851, 28.9721631 41.0177512, 28.9720205 41.0177245, 28.9719616 41.0177141, 28.9718434 41.0176931, 28.9717003 41.017683, 28.9715461 41.017692, 28.9714049 41.0177106, 28.9712027 41.0177474, 28.9707987 41.0178295, 28.9699866 41.0179833, 28.9693639 41.0180888)",,yes,,,,,-0.0171681363135576,2.535180568695068,2.5523487050086255,0.0054502243386319515,0.0054502243386319515
31678606,275606985,0,485297912,,tertiary,,,Peykhane Caddesi,False,True,57.01347108355442,"LINESTRING (28.9731154 41.0061266, 28.9727443 41.0065561)",,,,,,,36.12633514404297,39.9017448425293,3.775409698486328,0.066219607870452,0.066219607870452
31678606,1185323535,0,4885640,,secondary,,50,Peykhane Caddesi,False,False,74.11273474803423,"LINESTRING (28.9731154 41.0061266, 28.9734005 41.0058263, 28.9737097 41.0056424)",,,,,,,36.12633514404297,36.12035751342773,-0.00597763061524148,-8.0655917442043e-05,8.0655917442043e-05
31678606,275587910,0,1465114517,,secondary,,,Klod Farer Caddesi,False,True,46.90126658970094,"LINESTRING (28.9731154 41.0061266, 28.9731234 41.0062265, 28.9731744 41.0065459)",,,,,,,36.12633514404297,41.7220458984375,5.595710754394531,0.11930830788316696,0.11930830788316696
31678611,3180525658,0,103339333,,pedestrian,,20,Atmeydanı Caddesi,False,True,31.466394160971653,"LINESTRING (28.9770894 41.0072204, 28.9768671 41.0069925)",,,,,,,34.13510894775391,35.07120895385742,0.9361000061035085,0.029749198504116198,0.029749198504116198
31678611,11005946269,0,484934943,,pedestrian,,20,Atmeydanı Caddesi,False,False,13.445381005517795,"LINESTRING (28.9770894 41.0072204, 28.9771856 41.0073171)",,,,,,,34.13510894775391,34.57399749755859,0.4388885498046733,0.03264232896223317,0.03264232896223317
31678611,3424583835,0,1465114527,,pedestrian,,,Dalbastı Sokağı,False,True,7.602412759939226,"LINESTRING (28.9770894 41.0072204, 28.9771168 41.0072045, 28.9771613 41.0071788)",,,,,,,34.13510894775391,34.55556869506836,0.420459747314446,0.05530609302484218,0.05530609302484218
31678612,3076823493,0,1465114519,,pedestrian,,20,Atmeydanı Caddesi,False,True,11.120898972873032,"LINESTRING (28.9766076 41.0075591, 28.976621 41.0076586)",,,,,,,35.316162109375,35.89216995239258,0.5760078430175781,0.05179507919482243,0.05179507919482243
31678612,13431435329,0,303332743,,footway,,,,False,False,12.2000537662344,"LINESTRING (28.9766076 41.0075591, 28.9765101 41.0076052, 28.9764856 41.0076187)",,,,,,,35.316162109375,35.81434631347656,0.4981842041015625,0.04083459086716215,0.04083459086716215
31678612,3076823029,0,1465114519,,pedestrian,,20,Atmeydanı Caddesi,False,False,30.034667945893567,"LINESTRING (28.9766076 41.0075591, 28.9765692 41.0074823, 28.9765107 41.0074158, 28.9764313 41.0073257)",,,,,,,35.316162109375,35.64663696289062,0.3304748535156179,0.011003113272667342,0.011003113272667342
31678616,3243465420,0,4885641,,pedestrian,,,Dalbastı Sokağı,False,False,31.738660479400348,"LINESTRING (28.9787115 41.0058551, 28.9785569 41.0061156)",,,,,,,29.45767974853516,31.1561450958252,1.698465347290039,0.05351408413699156,0.05351408413699156
31678616,356404378,0,4885641,,pedestrian,,,Dalbastı Sokağı,False,True,29.13907916816212,"LINESTRING (28.9787115 41.0058551, 28.9787939 41.0058144, 28.9788797 41.0057557, 28.9789782 41.0056883)",,,,,,,29.45767974853516,29.11949157714844,-0.33818817138671875,-0.011606000636980637,0.011606000636980637
31678616,3279422229,0,"[331072641, 1426083318]",,"['pedestrian', 'steps']",,,Şifa Hamamı Sokağı,False,True,52.96600631782633,"LINESTRING (28.9787115 41.0058551, 28.9786809 41.0058201, 28.9786188 41.0057492, 28.9783635 41.0054577)",,,,,,,29.45767974853516,28.94513893127441,-0.5125408172607493,-0.009676788055063303,0.009676788055063303
31678621,4078371621,0,4885644,,pedestrian,,,Bab-I Hümayun Caddesi,False,True,31.808662731490543,"LINESTRING (28.9813019 41.0084746, 28.9810042 41.0082975)",,,,,,,38.06301498413086,36.34803009033203,-1.7149848937988281,-0.05391565525013395,0.05391565525013395
31678621,275610075,0,109156259,,pedestrian,,,Soğukçeşme Sokağı,False,False,201.28717300324263,"LINESTRING (28.9813019 41.0084746, 28.9811026 41.0087346, 28.9810836 41.0087675, 28.9810579 41.0088003, 28.9810375 41.0088191, 28.9810274 41.0088285, 28.9799324 41.0095572, 28.9796105 41.0097294)",,,,,,,38.06301498413086,34.91938018798828,-3.143634796142578,-0.015617660823782029,0.015617660823782029
31678621,277129898,0,228351371,,pedestrian,,,İshakpaşa Caddesi,False,True,72.22988371701356,"LINESTRING (28.9813019 41.0084746, 28.9813703 41.0083764, 28.9813967 41.0083017, 28.9814164 41.0082255, 28.9814754 41.0078444)",,,,,,,38.06301498413086,34.04130172729492,-4.0217132568359375,-0.05567935388893106,0.05567935388893106
31678621,31678652,0,"[1465114536, 407942372, 407942375]",,pedestrian,,,,False,True,35.64232977976953,"LINESTRING (28.9813019 41.0084746, 28.9814053 41.0085651, 28.9815223 41.0086612, 28.9815823 41.0087153)",,building_passage,6.0,,,,38.06301498413086,38.7947998046875,0.7317848205566406,0.020531340826434957,0.020531340826434957
31678629,311371045,0,485286936,,residential,,,Türkocağı Caddesi,False,True,43.59191705052287,"LINESTRING (28.9746557 41.0109987, 28.9742344 41.0112281)",,,,,,,42.84157180786133,43.41245269775391,0.5708808898925852,0.013096026247960978,0.013096026247960978
31678629,269716595,0,485298864,,tertiary,,50,Kazım İsmail Gürkan Caddesi,False,False,36.0933919944988,"LINESTRING (28.9746557 41.0109987, 28.9749715 41.0107783)",,,,,,,42.84157180786133,42.82149887084961,-0.02007293701171875,-0.0005561388360168027,0.0005561388360168027
31678629,311371023,0,1464536175,,secondary,,50,Bab-ı Ali Caddesi,False,False,48.00136610410152,"LINESTRING (28.9746557 41.0109987, 28.974385 41.0106184)",,,,,,,42.84157180786133,46.74503707885742,3.9034652709960938,0.08131987874117105,0.08131987874117105
31678629,2768450516,0,228358142,,secondary,,50,Ankara Caddesi,False,False,73.44937723483153,"LINESTRING (28.9746557 41.0109987, 28.9747927 41.0111521, 28.9751501 41.0115438)",,,,,,,42.84157180786133,36.53869247436523,-6.302879333496101,-0.08581256330253972,0.08581256330253972
31678630,2379695095,0,24826872,,secondary,,,Nur-u Osmaniye Caddesi,False,True,25.03523525329403,"LINESTRING (28.9742002 41.0103095, 28.973904 41.0102824)",,,,,,,46.91342544555664,52.69852828979492,5.785102844238281,0.2310784294897769,0.2310784294897769
31678630,4776966613,0,4885635,,secondary,,50,Bab-ı Ali Caddesi,False,False,32.22556829199616,"LINESTRING (28.9742002 41.0103095, 28.9740752 41.0100812, 28.9740554 41.0100411)",,,,,,,46.91342544555664,54.22261428833008,7.3091888427734375,0.22681334201913253,0.22681334201913253
31678630,3079788588,0,303588570,,secondary,,,Nur-u Osmaniye Caddesi,False,False,62.838765739113285,"LINESTRING (28.9742002 41.0103095, 28.9745469 41.0103334, 28.9749467 41.0103544)",,,,,,,46.91342544555664,47.50647735595703,0.5930519104003906,0.009437675985912183,0.009437675985912183
31678630,311371023,0,1464536175,,secondary,,50,Bab-ı Ali Caddesi,False,True,37.70070889644715,"LINESTRING (28.9742002 41.0103095, 28.9742447 41.0103941, 28.974385 41.0106184)",,,,,,,46.91342544555664,46.74503707885742,-0.16838836669921875,-0.004466450940265671,0.004466450940265671
31678633,311371042,0,183293015,,pedestrian,,,Celal Ferdi Gökçay Sokağı,False,True,50.38095124593952,"LINESTRING (28.9737283 41.0115634, 28.9731314 41.0116126)",,,,,,,48.06203079223633,47.88169860839844,-0.18033218383789062,-0.0035793723496323343,0.0035793723496323343
31678633,311371045,0,485286936,,residential,,,Türkocağı Caddesi,False,False,56.50941925364401,"LINESTRING (28.9737283 41.0115634, 28.9742344 41.0112281)",,,,,,,48.06203079223633,43.41245269775391,-4.649578094482415,-0.08227970055067566,0.08227970055067566
31678633,311367476,0,4885633,,residential,,,Türkocağı Caddesi,False,False,99.28087790577874,"LINESTRING (28.9737283 41.0115634, 28.9733947 41.0118327, 28.9730993 41.0121143, 28.9730368 41.0122725)",,,,,,,48.06203079223633,41.84403991699219,-6.217990875244141,-0.0626302970562493,0.0626302970562493
