poi_id,name,lat,lon,poi_category,amenity,tourism,historic,leisure,geometry
5106132751,Kahverengi Cafe,41.014151,28.935006,amenity:cafe,cafe,,,,POINT (28.935006 41.014151)
5106132752,2 Lokma,41.014232,28.934838,amenity:restaurant,restaurant,,,,POINT (28.934838 41.014232)
5106132754,Nobel Tıp Kitabevleri,41.014518,28.934283,amenity:library,library,,,,POINT (28.934283 41.014518)
5106132755,Cafe Mor,41.014499,28.934328,amenity:cafe,cafe,,,,POINT (28.934328 41.014499)
5106132756,Mavi Laboratuarlar Grubu - Çapa,41.01455,28.934216,amenity:laboratory,laboratory,,,,POINT (28.934216 41.01455)
5106132758,EMAR-MED,41.014658,28.934015,amenity:clinic,clinic,,,,POINT (28.934015 41.014658)
5106132759,Kültür Temel Lisesi,41.014715,28.933848,amenity:school,school,,,,POINT (28.933848 41.014715)
5106132761,Görgülü Cafe,41.014772,28.933754,amenity:cafe,cafe,,,,POINT (28.933754 41.014772)
5106132762,Bolulu Hasan Usta,41.014833,28.933541,amenity:cafe,cafe,,,,POINT (28.933541 41.014833)
5106132764,Haylazbey Döner,41.014883,28.933353,amenity:fast_food,fast_food,,,,POINT (28.933353 41.014883)
5106132765,Yapı Kredi,41.014984,28.933262,amenity:bank,bank,,,,POINT (28.933262 41.014984)
5106132767,McDonald's,41.015039,28.933163,amenity:fast_food,fast_food,,,,POINT (28.933163 41.015039)
5106132768,Simitçi Kahvesi,41.015116,28.933005,amenity:cafe,cafe,,,,POINT (28.933005 41.015116)
5106132769,Minmix,41.015193,28.932876,amenity:fast_food,fast_food,,,,POINT (28.932876 41.015193)
5106132773,Sebat Eczanesi,41.015367,28.932543,amenity:pharmacy,pharmacy,,,,POINT (28.932543 41.015367)
5106132774,Altınkapı Restaurant,41.015405,28.932471,amenity:restaurant,restaurant,,,,POINT (28.932471 41.015405)
5106132776,Derman Eczanesi,41.015478,28.932294,amenity:pharmacy,pharmacy,,,,POINT (28.932294 41.015478)
5106132777,Burger King,41.015509,28.932246,amenity:fast_food,fast_food,,,,POINT (28.932246 41.015509)
5106132778,Faruk Güllüoğlu,41.01594,28.931379,amenity:cafe,cafe,,,,POINT (28.931379 41.01594)
5106132780,Halkbank,41.016025,28.93118,amenity:atm,atm,,,,POINT (28.93118 41.016025)
5106132781,Simit Sarayı,41.016084,28.931084,amenity:cafe,cafe,,,,POINT (28.931084 41.016084)
5106132782,AlBaraka bank,41.016142,28.930957,amenity:bank,bank,,,,POINT (28.930957 41.016142)
5106132783,Akbank,41.016208,28.930828,amenity:bank,bank,,,,POINT (28.930828 41.016208)
5106132784,Türkiye İş Bankası,41.016257,28.930746,amenity:bank,bank,,,,POINT (28.930746 41.016257)
5106132786,Seyran,41.016348,28.930568,amenity:cafe,cafe,,,,POINT (28.930568 41.016348)
5106132788,Vakıfbank,41.016482,28.930285,amenity:bank,bank,,,,POINT (28.930285 41.016482)
5106133696,Vardar Eczanesi,41.01226,28.935435,amenity:pharmacy,pharmacy,,,,POINT (28.935435 41.01226)
5106133697,Unnamed POI,41.012256,28.935134,amenity:parking,parking,,,,POINT (28.935134 41.012256)
5106133698,Mng Kargo,41.01244,28.934759,amenity:post_office,post_office,,,,POINT (28.934759 41.01244)
5106133706,Cihan Derya Balık,41.012318,28.931671,amenity:restaurant,restaurant,,,,POINT (28.931671 41.012318)
5106133713,Türkiye İş Bankası,41.011402,28.931605,amenity:bank,bank,,,,POINT (28.931605 41.011402)
5106133717,Çapa İlkokulu,41.01156,28.93595,amenity:school,school,,,,POINT (28.93595 41.01156)
5106133718,Afrikano Cafe,41.011579,28.938206,amenity:cafe,cafe,,,,POINT (28.938206 41.011579)
5106133720,Alim Döviz,41.011572,28.938641,amenity:bureau_de_change,bureau_de_change,,,,POINT (28.938641 41.011572)
5106134522,Çağın Eczanesi,41.011396,28.938576,amenity:pharmacy,pharmacy,,,,POINT (28.938576 41.011396)
5106134524,ING,41.011254,28.938507,amenity:atm,atm,,,,POINT (28.938507 41.011254)
5106134525,Özel Üçkök Ağız ve Diş Sağlığı Polikliniği,41.011107,28.938246,amenity:dentist,dentist,,,,POINT (28.938246 41.011107)
5106134528,Power Gym,41.011131,28.934469,leisure:fitness_centre,,,,fitness_centre,POINT (28.934469 41.011131)
5106134530,Liderler Anaokulu,41.01118,28.932055,amenity:kindergarten,kindergarten,,,,POINT (28.932055 41.01118)
5106134538,Alam Tani Tavuk,41.014146,28.927439,amenity:fast_food,fast_food,,,,POINT (28.927439 41.014146)
5106134541,Unnamed POI,41.014652,28.927774,amenity:cafe,cafe,,,,POINT (28.927774 41.014652)
5106134545,Gezgin Kırtasiye,41.015561,28.927166,amenity:library,library,,,,POINT (28.927166 41.015561)
5106135536,Okyanus Eczanesi,41.013989,28.929985,amenity:pharmacy,pharmacy,,,,POINT (28.929985 41.013989)
5106135539,Tad Et & İzgara,41.013082,28.92775,amenity:restaurant,restaurant,,,,POINT (28.92775 41.013082)
5106135544,Yapı Kredi,41.015018,28.929259,amenity:atm,atm,,,,POINT (28.929259 41.015018)
5106135545,Halkbank,41.015034,28.929266,amenity:atm,atm,,,,POINT (28.929266 41.015034)
5106135546,Akbank,41.015,28.929251,amenity:atm,atm,,,,POINT (28.929251 41.015)
5106135548,Denizbank,41.014867,28.929212,amenity:atm,atm,,,,POINT (28.929212 41.014867)
5106135549,Ziraat Bankası,41.014723,28.928579,amenity:atm,atm,,,,POINT (28.928579 41.014723)
5106135558,Check'up,41.015782,28.929875,amenity:fast_food,fast_food,,,,POINT (28.929875 41.015782)
5106135559,Titiz Döner,41.015836,28.929936,amenity:fast_food,fast_food,,,,POINT (28.929936 41.015836)
5106135561,Gül Eczanesi,41.016144,28.930076,amenity:pharmacy,pharmacy,,,,POINT (28.930076 41.016144)
5106135562,Palukçu Restaurant,41.016039,28.930221,amenity:restaurant,restaurant,,,,POINT (28.930221 41.016039)
5106135563,Deniz Eczanesi,41.01611,28.930242,amenity:pharmacy,pharmacy,,,,POINT (28.930242 41.01611)
5106135567,Şan Düğün Salonu,41.016567,28.929982,amenity:events_venue,events_venue,,,,POINT (28.929982 41.016567)
5106523029,Burger King,41.008378,28.969296,amenity:fast_food,fast_food,,,,POINT (28.969296 41.008378)
5106523032,Yapı Kredi,41.004821,28.965133,amenity:atm,atm,,,,POINT (28.965133 41.004821)
5106528627,Isiyaman čig koftecisi,41.004879,28.965341,amenity:cafe,cafe,,,,POINT (28.965341 41.004879)
5107243162,Güleryüz Tekel,41.004221,28.927879,amenity:pub,pub,,,,POINT (28.927879 41.004221)
5107243169,Yalçın Eczane,41.003991,28.928103,amenity:pharmacy,pharmacy,,,,POINT (28.928103 41.003991)
5107243171,Sümbül Efendi Erkek Kuran Kursu,41.004108,28.92782,amenity:school,school,,,,POINT (28.92782 41.004108)
5107243172,Kilis Sofrası,41.004195,28.927743,amenity:restaurant,restaurant,,,,POINT (28.927743 41.004195)
5107243173,Unnamed POI,41.003891,28.92674,amenity:restaurant,restaurant,,,,POINT (28.92674 41.003891)
5107243193,Doğan Kardeşler Börek Salonu,41.004993,28.926779,amenity:restaurant,restaurant,,,,POINT (28.926779 41.004993)
5107243199,Kalin Kırtasiye,41.00522,28.926413,amenity:library,library,,,,POINT (28.926413 41.00522)
5107245367,Ali Usta,41.006558,28.924925,amenity:restaurant,restaurant,,,,POINT (28.924925 41.006558)
5107245369,Silivrikapı Aile Sağlığı Merkezi,41.00352,28.924021,amenity:clinic,clinic,,,,POINT (28.924021 41.00352)
5107245371,Sipahi Oğlu Cafe,41.004895,28.924692,amenity:cafe,cafe,,,,POINT (28.924692 41.004895)
5107245376,Ziraat Bankası,41.006703,28.932699,amenity:atm,atm,,,,POINT (28.932699 41.006703)
5107245377,Halkbank,41.006691,28.932624,amenity:atm,atm,,,,POINT (28.932624 41.006691)
5107245378,Türkiye İş Bankası,41.006696,28.932784,amenity:atm,atm,,,,POINT (28.932784 41.006696)
5107245379,Antekye Döner,41.006726,28.932401,amenity:fast_food,fast_food,,,,POINT (28.932401 41.006726)
5107245380,Yurtiçi Kargo,41.006714,28.932076,amenity:post_office,post_office,,,,POINT (28.932076 41.006714)
5107245381,Meşhur Sarıyer Börekçisi,41.006685,28.931776,amenity:restaurant,restaurant,,,,POINT (28.931776 41.006685)
5107245382,Çeşni Yöresel Gıdalar,41.006711,28.931733,amenity:restaurant,restaurant,,,,POINT (28.931733 41.006711)
5107245384,Şölen Pastaneleri,41.006709,28.931522,amenity:restaurant,restaurant,,,,POINT (28.931522 41.006709)
5107245388,Diş Hekimi Uğur HilalOğlu,41.007184,28.931023,amenity:dentist,dentist,,,,POINT (28.931023 41.007184)
5107245389,Tatlises Çig Kofte,41.007142,28.931034,amenity:fast_food,fast_food,,,,POINT (28.931034 41.007142)
5107245391,Aşikar Cafe,41.007098,28.930566,amenity:cafe,cafe,,,,POINT (28.930566 41.007098)
5107245392,Biffet Bistro,41.007089,28.930453,amenity:fast_food,fast_food,,,,POINT (28.930453 41.007089)
5107245393,Guest Net Cafe,41.007098,28.930348,amenity:cafe,cafe,,,,POINT (28.930348 41.007098)
5107245394,Silivri Kapı Balıkçısı,41.007079,28.930204,amenity:restaurant,restaurant,,,,POINT (28.930204 41.007079)
5107245399,Taşdelen Oto Yıkma,41.006921,28.928158,amenity:car_wash,car_wash,,,,POINT (28.928158 41.006921)
5107245402,Çay Evi,41.006941,28.927568,amenity:cafe,cafe,,,,POINT (28.927568 41.006941)
5107245406,Aydınlar Açık Otoparkı,41.006911,28.926633,amenity:parking,parking,,,,POINT (28.926633 41.006911)
5107245409,Oses Çiğköfte,41.006666,28.925095,amenity:fast_food,fast_food,,,,POINT (28.925095 41.006666)
5107245412,Gaziantep Kilis Kebap ve Lahmacun,41.006686,28.924678,amenity:restaurant,restaurant,,,,POINT (28.924678 41.006686)
5107245414,Cafe Esnaf,41.006636,28.924427,amenity:cafe,cafe,,,,POINT (28.924427 41.006636)
5107245415,Albayrak Kafe,41.00661,28.924246,amenity:cafe,cafe,,,,POINT (28.924246 41.00661)
5107247534,Melis Çay Evi,41.005592,28.930277,amenity:cafe,cafe,,,,POINT (28.930277 41.005592)
5107247538,Paşa Pilavcısı,41.003655,28.930704,amenity:restaurant,restaurant,,,,POINT (28.930704 41.003655)
5107247539,Paşa Sports,41.00377,28.930627,leisure:sports_centre,,,,sports_centre,POINT (28.930627 41.00377)
5107247540,Paşa Özel Sürücü Kursu,41.003827,28.930621,amenity:school,school,,,,POINT (28.930621 41.003827)
5107247542,Kocamustafapaşa Parkı,41.00396,28.930217,tourism:picnic_site,,picnic_site,,,POINT (28.930217 41.00396)
5107247543,Kocamustafapasa Spor Kulubu,41.004108,28.930234,amenity:social_centre,social_centre,,,,POINT (28.930234 41.004108)
5107247556,Vakıfbank,41.004137,28.929573,amenity:atm,atm,,,,POINT (28.929573 41.004137)
5107247558,Özgür Büfe,41.00418,28.929485,amenity:cafe,cafe,,,,POINT (28.929485 41.00418)
5107247563,Senl,41.006262,28.930992,amenity:restaurant,restaurant,,,,POINT (28.930992 41.006262)
5107247565,Kırık Çatal,41.006303,28.931052,amenity:restaurant,restaurant,,,,POINT (28.931052 41.006303)
5107247568,Oto Park,41.006107,28.930636,amenity:parking,parking,,,,POINT (28.930636 41.006107)
5107247575,Meşhur Pilavcı Celal Usta,41.005587,28.92963,amenity:restaurant,restaurant,,,,POINT (28.92963 41.005587)
5107247576,Extreme Body Fitness,41.005402,28.929549,leisure:fitness_centre,,,,fitness_centre,POINT (28.929549 41.005402)
5107247577,Emek Kıraathanesi,41.005386,28.929241,amenity:cafe,cafe,,,,POINT (28.929241 41.005386)
5107247583,Develi Pidecisi,41.004743,28.928382,amenity:restaurant,restaurant,,,,POINT (28.928382 41.004743)
5107247587,Pilavcı Celal Usta,41.004097,28.928408,amenity:restaurant,restaurant,,,,POINT (28.928408 41.004097)
5107247588,Sılam Cafe,41.006957,28.930552,amenity:cafe,cafe,,,,POINT (28.930552 41.006957)
5107247590,Masal Büfe ve Cafe,41.006806,28.930653,amenity:cafe,cafe,,,,POINT (28.930653 41.006806)
5107247591,Semaver Kumpanya Çevre Tiyatrosu,41.006741,28.930409,amenity:theatre,theatre,,,,POINT (28.930409 41.006741)
5107247592,R-Form,41.006729,28.930041,leisure:fitness_centre,,,,fitness_centre,POINT (28.930041 41.006729)
5107247601,Ünsal Eczanesi,41.006916,28.929123,amenity:pharmacy,pharmacy,,,,POINT (28.929123 41.006916)
5107247603,Tuğra Pastanesi,41.006309,28.929118,amenity:cafe,cafe,,,,POINT (28.929118 41.006309)
5107305617,Grand cüneyt otel,41.007221,28.948117,tourism:hotel,,hotel,,,POINT (28.948117 41.007221)
5107305620,As Otopark Yıkama,41.007796,28.947861,amenity:parking,parking,,,,POINT (28.947861 41.007796)
5107305823,Star Ocakbaşı ve Pub,41.008512,28.948954,amenity:restaurant,restaurant,,,,POINT (28.948954 41.008512)
5107305825,Hotel Orkide,41.008747,28.948981,tourism:hotel,,hotel,,,POINT (28.948981 41.008747)
5107305827,Mis Köfte,41.00877,28.948801,amenity:restaurant,restaurant,,,,POINT (28.948801 41.00877)
5107305828,Yıldız Oto Park,41.008869,28.948754,amenity:parking,parking,,,,POINT (28.948754 41.008869)
5107305829,Yıldız Düğün davet,41.008862,28.948526,amenity:events_venue,events_venue,,,,POINT (28.948526 41.008862)
5107305830,Çığır lahmacun,41.008773,28.948706,amenity:restaurant,restaurant,,,,POINT (28.948706 41.008773)
5107305831,Mini cafe,41.00876,28.948502,amenity:cafe,cafe,,,,POINT (28.948502 41.00876)
5107305834,Has Köşk Düğün salonu ALIXAN,41.008504,28.948566,amenity:events_venue,events_venue,,,,POINT (28.948566 41.008504)
5107305838,Hotel Diva,41.008043,28.948649,tourism:hotel,,hotel,,,POINT (28.948649 41.008043)
5107305840,Huzur Uygur Mufatğı,41.007843,28.948773,amenity:restaurant,restaurant,,,,POINT (28.948773 41.007843)
5107305842,Oto yıkama,41.00721,28.948433,amenity:car_wash,car_wash,,,,POINT (28.948433 41.00721)
5107305843,Kebabçım,41.007187,28.948695,amenity:restaurant,restaurant,,,,POINT (28.948695 41.007187)
5107305847,Cafe Mari,41.007422,28.949361,amenity:cafe,cafe,,,,POINT (28.949361 41.007422)
5107305848,Büyük Günaydın Kelle Paça Salonu,41.007422,28.949225,amenity:restaurant,restaurant,,,,POINT (28.949225 41.007422)
5107305850,Hotelium,41.007676,28.949194,tourism:hotel,,hotel,,,POINT (28.949194 41.007676)
5107305851,Sinem Otel,41.007689,28.949384,tourism:hotel,,hotel,,,POINT (28.949384 41.007689)
5107305855,Örün Hotel,41.007841,28.949216,tourism:hotel,,hotel,,,POINT (28.949216 41.007841)
5107305856,Hotel Best Ömer,41.007893,28.9492,tourism:hotel,,hotel,,,POINT (28.9492 41.007893)
5107305858,Simer Hotel,41.007946,28.949398,tourism:hotel,,hotel,,,POINT (28.949398 41.007946)
5107305859,Cafe Bistmal,41.008007,28.94939,amenity:cafe,cafe,,,,POINT (28.94939 41.008007)
5107305862,Vera Cafe,41.00835,28.949383,amenity:cafe,cafe,,,,POINT (28.949383 41.00835)
5107305870,Sams arap yemekleri,41.008853,28.949334,amenity:restaurant,restaurant,,,,POINT (28.949334 41.008853)
5107305871,Upt money transfer,41.008886,28.949321,amenity:money_transfer,money_transfer,,,,POINT (28.949321 41.008886)
5107305878,Mirkelami Menemenci,41.009019,28.949739,amenity:cafe,cafe,,,,POINT (28.949739 41.009019)
5107305880,Birinci Apartman Misafirhane,41.008785,28.949726,tourism:motel,,motel,,,POINT (28.949726 41.008785)
5107305881,Tea House,41.008529,28.949775,amenity:cafe,cafe,,,,POINT (28.949775 41.008529)
5107305884,Hotel Pamir,41.008336,28.949939,tourism:hotel,,hotel,,,POINT (28.949939 41.008336)
5107305886,Hotel Saray,41.00822,28.949697,tourism:hotel,,hotel,,,POINT (28.949697 41.00822)
5107305887,Divan Antep,41.00822,28.949612,amenity:restaurant,restaurant,,,,POINT (28.949612 41.00822)
5107305888,ARİZONA PUB,41.008337,28.949712,amenity:pub,pub,,,,POINT (28.949712 41.008337)
5107305890,Ana yurt lokantası,41.008216,28.949498,amenity:restaurant,restaurant,,,,POINT (28.949498 41.008216)
5107305891,Umut Pub,41.008207,28.9494,amenity:pub,pub,,,,POINT (28.9494 41.008207)
5107305895,Yunus Hotel,41.008214,28.949182,tourism:hotel,,hotel,,,POINT (28.949182 41.008214)
5107305896,Gaziantepli,41.008212,28.949243,amenity:restaurant,restaurant,,,,POINT (28.949243 41.008212)
5107305897,Dostlar Çay Evi,41.008203,28.949104,amenity:cafe,cafe,,,,POINT (28.949104 41.008203)
5107305898,Daylight Hotel,41.00819,28.948839,tourism:hotel,,hotel,,,POINT (28.948839 41.00819)
5107305900,Köşem Çay Evi,41.008198,28.948648,amenity:cafe,cafe,,,,POINT (28.948648 41.008198)
5107305902,Rainbow Club,41.008208,28.948304,amenity:bar,bar,,,,POINT (28.948304 41.008208)
5107305903,Dua Cafe,41.008369,28.948222,amenity:cafe,cafe,,,,POINT (28.948222 41.008369)
5108308861,Serra Eczanesi,41.021028,28.953619,amenity:pharmacy,pharmacy,,,,POINT (28.953619 41.021028)
5108308872,Çırçır Eczanesi,41.019692,28.9551,amenity:pharmacy,pharmacy,,,,POINT (28.9551 41.019692)
5108308874,Zeyrek Kitabevi Demir Sahaf,41.020278,28.956021,amenity:library,library,,,,POINT (28.956021 41.020278)
5108308875,Fatih Çitir Pide,41.01939,28.95508,amenity:restaurant,restaurant,,,,POINT (28.95508 41.01939)
5108803127,Unnamed POI,41.011527,28.978202,amenity:waste_disposal,waste_disposal,,,,POINT (28.978202 41.011527)
5108806124,Unnamed POI,41.007927,28.975245,historic:memorial,,,memorial,,POINT (28.975245 41.007927)
5108827980,Urfalım Kebap,41.014509,28.976186,amenity:restaurant,restaurant,,,,POINT (28.976186 41.014509)
5108827981,Şirin Köfte Kebap Döner Salonu,41.014635,28.976302,amenity:restaurant,restaurant,,,,POINT (28.976302 41.014635)
5108827983,Gar Börekcisi,41.014532,28.97638,amenity:cafe,cafe,,,,POINT (28.97638 41.014532)
5108827984,Glamour Nargile ve Cafe,41.014522,28.976407,amenity:cafe,cafe,,,,POINT (28.976407 41.014522)
5108827985,Bonos Cafe Restoran,41.014507,28.976361,amenity:restaurant,restaurant,,,,POINT (28.976361 41.014507)
5108827986,Glamour Hotel,41.014494,28.976418,tourism:hotel,,hotel,,,POINT (28.976418 41.014494)
5108827987,Sirkeci Gar Eczanesi,41.014444,28.976337,amenity:pharmacy,pharmacy,,,,POINT (28.976337 41.014444)
5108827988,Onbaşılar Dürümcü,41.014387,28.976453,amenity:restaurant,restaurant,,,,POINT (28.976453 41.014387)
5108827990,Class Rest ve Pide Salonu,41.014281,28.976333,amenity:restaurant,restaurant,,,,POINT (28.976333 41.014281)
5108827991,Septimum,41.014515,28.976784,tourism:hotel,,hotel,,,POINT (28.976784 41.014515)
5108827992,Şanlı Dürüm,41.014433,28.976771,amenity:fast_food,fast_food,,,,POINT (28.976771 41.014433)
5108827993,Sirkeci Mansion Hotel,41.012899,28.978575,tourism:hotel,,hotel,,,POINT (28.978575 41.012899)
5108827994,Neyzade Restaurant,41.012798,28.978428,amenity:restaurant,restaurant,,,,POINT (28.978428 41.012798)
5108827996,Hotel Ottoman Luxury,41.012656,28.978278,tourism:hotel,,hotel,,,POINT (28.978278 41.012656)
5108827997,Blu Kitchen,41.012614,28.978131,amenity:restaurant,restaurant,,,,POINT (28.978131 41.012614)
5108828001,Hotel Black Tulip,41.012795,28.97818,tourism:hotel,,hotel,,,POINT (28.97818 41.012795)
5108828002,KNOW TRAVEL and HOSTEL,41.012771,28.978023,tourism:hostel,,hostel,,,POINT (28.978023 41.012771)
5108828003,Akbank,41.012806,28.977983,amenity:atm,atm,,,,POINT (28.977983 41.012806)
5108828004,Landini Traktörleri Türkiye Distribütörü,41.012896,28.978126,amenity:car_rental,car_rental,,,,POINT (28.978126 41.012896)
5108828005,Capadocia Restaurant,41.012965,28.977916,amenity:restaurant,restaurant,,,,POINT (28.977916 41.012965)
5108828006,Lions Rug and kilims Art Gallery,41.012871,28.977892,tourism:museum,,museum,,,POINT (28.977892 41.012871)
5108828008,Harmony Hostel,41.013315,28.977653,tourism:hotel,,hotel,,,POINT (28.977653 41.013315)
5108828009,İlkay Hotel Istanbul,41.013414,28.977517,tourism:hotel,,hotel,,,POINT (28.977517 41.013414)
5108828010,Orient Express Hotel,41.013305,28.977604,tourism:hotel,,hotel,,,POINT (28.977604 41.013305)
5108828011,Lalahan Hotel,41.013369,28.977593,tourism:hotel,,hotel,,,POINT (28.977593 41.013369)
5108828012,MoneyGram,41.013389,28.977552,amenity:money_transfer,money_transfer,,,,POINT (28.977552 41.013389)
5108828013,Red River Pub,41.013484,28.977452,amenity:restaurant,restaurant,,,,POINT (28.977452 41.013484)
5108828014,Ana Sofrası,41.013712,28.977509,amenity:restaurant,restaurant,,,,POINT (28.977509 41.013712)
5108828019,HOTEL ŞAMİL,41.013963,28.977014,tourism:hotel,,hotel,,,POINT (28.977014 41.013963)
5108828621,Mandy Resturant,41.014106,28.977012,amenity:restaurant,restaurant,,,,POINT (28.977012 41.014106)
5108828623,Maywood,41.014048,28.977518,tourism:hotel,,hotel,,,POINT (28.977518 41.014048)
5108828624,Trabzon Lokantası,41.013959,28.977709,amenity:restaurant,restaurant,,,,POINT (28.977709 41.013959)
5108828626,Can Restaurant ve Cafe,41.01392,28.977935,amenity:cafe,cafe,,,,POINT (28.977935 41.01392)
5108828627,Yeni Hotel,41.013981,28.978006,tourism:hotel,,hotel,,,POINT (28.978006 41.013981)
5108828628,DoubleTree by Hilton Hotel Istanbul - Sirkeci,41.013455,28.978263,tourism:hotel,,hotel,,,POINT (28.978263 41.013455)
5108828629,Кафе Стамбул,41.013405,28.978358,amenity:cafe,cafe,,,,POINT (28.978358 41.013405)
5108828630,Şöhret Köftecisi,41.013458,28.978252,amenity:restaurant,restaurant,,,,POINT (28.978252 41.013458)
5108828631,Ney Ocakbaşı,41.013778,28.978378,amenity:restaurant,restaurant,,,,POINT (28.978378 41.013778)
5108828633,Gülhane Park Hotel,41.013849,28.978659,tourism:hotel,,hotel,,,POINT (28.978659 41.013849)
5108828634,Hotel Amara Old City,41.014104,28.978109,tourism:hotel,,hotel,,,POINT (28.978109 41.014104)
5108828635,Diamond Royal Hotel,41.014151,28.977902,tourism:hotel,,hotel,,,POINT (28.977902 41.014151)
5108828637,Mng Kargo - Nöbethane,41.014286,28.976917,amenity:post_office,post_office,,,,POINT (28.976917 41.014286)
5108828638,Cafe De More,41.014214,28.977404,amenity:cafe,cafe,,,,POINT (28.977404 41.014214)
5108828640,Bosphorus Old City Hotel,41.014242,28.977652,tourism:hotel,,hotel,,,POINT (28.977652 41.014242)
5108828641,Esen Hotel Sirekeci,41.014582,28.976978,tourism:hotel,,hotel,,,POINT (28.976978 41.014582)
5108828642,Elanaz,41.014537,28.976957,tourism:hotel,,hotel,,,POINT (28.976957 41.014537)
5108828643,Mr. Bird,41.014472,28.976933,tourism:hotel,,hotel,,,POINT (28.976933 41.014472)
5108828644,Sultan Hotel,41.014365,28.976927,tourism:hotel,,hotel,,,POINT (28.976927 41.014365)
5108828645,Galata Fish & Kebab Restaurant,41.014329,28.976851,amenity:restaurant,restaurant,,,,POINT (28.976851 41.014329)
5108828646,Villa Sweet Hotel,41.014263,28.977048,tourism:hotel,,hotel,,,POINT (28.977048 41.014263)
5108828647,Domino's,41.014272,28.976982,amenity:fast_food,fast_food,,,,POINT (28.976982 41.014272)
5108828648,Best Town Hotel,41.014249,28.977095,tourism:hotel,,hotel,,,POINT (28.977095 41.014249)
5108828650,Hotel Fahri,41.014237,28.977211,tourism:hotel,,hotel,,,POINT (28.977211 41.014237)
5108828651,Hotel Akçınar,41.014229,28.977329,tourism:hotel,,hotel,,,POINT (28.977329 41.014229)
5108828652,Hotel Hürriyet,41.014379,28.977215,tourism:hotel,,hotel,,,POINT (28.977215 41.014379)
5108828653,Sirkeci Restaurant,41.014485,28.977122,amenity:restaurant,restaurant,,,,POINT (28.977122 41.014485)
5108828654,Sagalasos Cafe İstanbul,41.014505,28.977278,amenity:cafe,cafe,,,,POINT (28.977278 41.014505)
5108828657,Askoç,41.014549,28.978021,tourism:hotel,,hotel,,,POINT (28.978021 41.014549)
5108828659,Barbera Boutique Hotel,41.01449,28.978225,tourism:hotel,,hotel,,,POINT (28.978225 41.01449)
5108828662,Old City Garden Restaurant,41.014177,28.978425,amenity:restaurant,restaurant,,,,POINT (28.978425 41.014177)
5108828663,Dream Bosphorus,41.014724,28.979149,tourism:hotel,,hotel,,,POINT (28.979149 41.014724)
5108828664,Hotel Emek,41.014545,28.978962,tourism:hotel,,hotel,,,POINT (28.978962 41.014545)
5108828665,Golden Horn Istanbul,41.014674,28.978953,tourism:hotel,,hotel,,,POINT (28.978953 41.014674)
5108828666,Tayahatun Hotel,41.014086,28.979134,tourism:hotel,,hotel,,,POINT (28.979134 41.014086)
5108828667,Bosphorus Family Old City Hotel,41.014195,28.979156,tourism:hotel,,hotel,,,POINT (28.979156 41.014195)
5108828668,Sur Pansıyon ve Host,41.014293,28.979132,tourism:hostel,,hostel,,,POINT (28.979132 41.014293)
5108828669,Sayeban Gold,41.014602,28.979146,tourism:hotel,,hotel,,,POINT (28.979146 41.014602)
5108828670,Sirkeci Polis Merkezi,41.014743,28.979264,amenity:police,police,,,,POINT (28.979264 41.014743)
5108828671,Meg Hotel,41.01477,28.979367,tourism:hotel,,hotel,,,POINT (28.979367 41.01477)
5108828672,II. Abdülhamit Çeşmesi,41.01478,28.979041,tourism:attraction,,attraction,,,POINT (28.979041 41.01478)
5108828674,Özel Uzay,41.015703,28.984421,amenity:kindergarten,kindergarten,,,,POINT (28.984421 41.015703)
5108828680,İstanbul Demiryolu Müzesi,41.015199,28.976683,tourism:museum,,museum,,,POINT (28.976683 41.015199)
5108828683,Köfteci Yusuf,41.016539,28.979147,amenity:restaurant,restaurant,,,,POINT (28.979147 41.016539)
5108828689,Sarayburnu Manzarası,41.017543,28.985746,tourism:viewpoint,,viewpoint,,,POINT (28.985746 41.017543)
5108828690,Sarayburnu Aile Çay Bahçesi,41.017568,28.985708,amenity:cafe,cafe,,,,POINT (28.985708 41.017568)
5108836340,Yasmak Comfort,41.012328,28.97784,tourism:hotel,,hotel,,,POINT (28.97784 41.012328)
5108836341,Olimpiyat Hotel,41.012373,28.977896,tourism:hotel,,hotel,,,POINT (28.977896 41.012373)
5108836342,Sirkeci Ersu Hotel,41.012436,28.977994,tourism:hotel,,hotel,,,POINT (28.977994 41.012436)
5108836343,Neda Hotel İstanbul,41.012569,28.978116,tourism:hotel,,hotel,,,POINT (28.978116 41.012569)
5108836344,Hasan Ünsi Hazreti Tekkesi,41.01235,28.978183,amenity:place_of_worship,place_of_worship,,,,POINT (28.978183 41.01235)
5108836350,Terrace Restaurant,41.011959,28.977975,amenity:restaurant,restaurant,,,,POINT (28.977975 41.011959)
5108836351,Amisos Hotel,41.012072,28.978108,tourism:hotel,,hotel,,,POINT (28.978108 41.012072)
5108836352,Pamphylia Hotel,41.012134,28.977894,tourism:hotel,,hotel,,,POINT (28.977894 41.012134)
5108836353,Hypnos Design Hotel Istanbul,41.012223,28.977757,tourism:hotel,,hotel,,,POINT (28.977757 41.012223)
5108836355,Sude Konak Hotel,41.012463,28.977401,tourism:hotel,,hotel,,,POINT (28.977401 41.012463)
5108836356,Raymond Hotel,41.012502,28.977339,tourism:hotel,,hotel,,,POINT (28.977339 41.012502)
5108836358,Hotel Yaşmak Sultan,41.012365,28.97759,tourism:hotel,,hotel,,,POINT (28.97759 41.012365)
