u,v,length,geometry,highway,name,oneway,bridge,tunnel,access,u_elevation,v_elevation,elevation_gain,slope,abs_slope,is_too_short,is_steep_outlier,is_runner_friendly,clean_slope,clean_abs_slope
30215238,3083371801,69.23909044176139,"LINESTRING (28.9674757 41.0151177, 28.9675187 41.0151181, 28.9682987 41.0150734)",pedestrian,Vasif Cinar Caddesi,False,,,,27.26699256896973,21.29060554504395,-5.976387023925781,-0.0863152156649524,0.0863152156649524,False,False,True,-0.0863152156649524,0.0863152156649524
30215238,30215237,64.62453324387715,"LINESTRING (28.9674757 41.0151177, 28.9672991 41.0151153, 28.967156 41.0151058, 28.9667135 41.0150442)",tertiary,İsmetiye Caddesi,False,,,,27.26699256896973,40.04451751708984,12.777524948120108,0.1977194156265834,0.1977194156265834,False,False,False,0.1977194156265834,0.1977194156265834
30215238,3083509850,49.151496754333735,"LINESTRING (28.9674757 41.0151177, 28.967524 41.0153838, 28.9675492 41.0155562)",tertiary,Uzunçarşı Caddesi,False,,,,27.26699256896973,22.01645278930664,-5.2505397796630895,-0.1068235990026111,0.1068235990026111,False,False,False,-0.1068235990026111,0.1068235990026111
30215239,2370472381,89.67613851281513,"LINESTRING (28.9661658 41.0165609, 28.9661433 41.0164056, 28.9661155 41.0160671, 28.9661143 41.015756)",residential,Siyavuş Paşa Sokağı,False,,,,22.67779541015625,39.12164306640625,16.44384765625,0.1833692655477142,0.1833692655477142,False,False,True,0.1833692655477142,0.1833692655477142
30215239,311375340,32.2573945640061,"LINESTRING (28.9661658 41.0165609, 28.9660062 41.0165716, 28.9657872 41.016608)",living_street,Fetva Yokuşu,False,,,,22.67779541015625,30.01626777648926,7.338472366333011,0.2274973681390105,0.2274973681390105,False,False,True,0.2274973681390105,0.2274973681390105
30215239,2379738142,58.949469209880455,"LINESTRING (28.9661658 41.0165609, 28.9667656 41.0165333, 28.9668673 41.0165322)",steps,Fetva Yokuşu,False,,,,22.67779541015625,18.11162948608398,-4.566165924072269,-0.0774589828419852,0.0774589828419852,False,False,False,-0.0774589828419852,0.0774589828419852
30215244,1277519272,46.97009680421237,"LINESTRING (28.9659276 41.0141074, 28.9659491 41.0145295)",secondary,Fuatpaşa Caddesi,False,,,,55.12582397460938,54.57159042358398,-0.5542335510254048,-0.0117997106400619,0.0117997106400619,False,False,False,-0.0117997106400619,0.0117997106400619
30215244,10091718887,66.34919837874604,"LINESTRING (28.9659276 41.0141074, 28.9663833 41.0141247, 28.9667176 41.0141338)",living_street,Nargileci Sokağı,False,,,,55.12582397460938,45.63923645019531,-9.48658752441407,-0.1429796856061633,0.1429796856061633,False,False,True,-0.1429796856061633,0.1429796856061633
30215244,30215246,99.48537138141673,"LINESTRING (28.9659276 41.0141074, 28.9659411 41.0137604, 28.9659734 41.0132134)",secondary,Fuatpaşa Caddesi,False,,,,55.12582397460938,58.19535446166992,3.06953048706054,0.0308540888417883,0.0308540888417883,False,False,False,0.0308540888417883,0.0308540888417883
30215246,1455438413,62.14883038925754,"LINESTRING (28.9659734 41.0132134, 28.966714 41.0132235)",living_street,Semaver Sokağı,False,,,,58.19535446166992,50.88507080078125,-7.310283660888672,-0.1176254422666055,0.1176254422666055,False,False,True,-0.1176254422666055,0.1176254422666055
30215246,1455438406,24.34436483011994,"LINESTRING (28.9659734 41.0132134, 28.9659785 41.0129945)",secondary,Fuatpaşa Caddesi,False,,,,58.19535446166992,58.87807464599609,0.6827201843261648,0.0280442800249802,0.0280442800249802,False,False,False,0.0280442800249802,0.0280442800249802
30215246,30215244,99.48537138141673,"LINESTRING (28.9659734 41.0132134, 28.9659411 41.0137604, 28.9659276 41.0141074)",secondary,Fuatpaşa Caddesi,False,,,,58.19535446166992,55.12582397460938,-3.06953048706054,-0.0308540888417883,0.0308540888417883,False,False,False,-0.0308540888417883,0.0308540888417883
30215248,30215250,68.88094824998566,"LINESTRING (28.965995 41.0126222, 28.9660188 41.012003)",secondary,Fuatpaşa Caddesi,False,,,,58.68410491943359,57.81315612792969,-0.8709487915038991,-0.0126442625084517,0.0126442625084517,False,False,False,-0.0126442625084517,0.0126442625084517
30215248,1652842418,44.46706036754187,"LINESTRING (28.965995 41.0126222, 28.9662354 41.012658, 28.9665124 41.0127084)",living_street,Mercan Caddesi,False,,,,58.68410491943359,56.038818359375,-2.645286560058586,-0.0594886762964317,0.0594886762964317,False,False,True,-0.0594886762964317,0.0594886762964317
30215248,1455438406,41.42619322649705,"LINESTRING (28.965995 41.0126222, 28.9659797 41.0128883, 28.9659785 41.0129945)",secondary,Fuatpaşa Caddesi,False,,,,58.68410491943359,58.87807464599609,0.1939697265625,0.0046822966692105,0.0046822966692105,False,False,False,0.0046822966692105,0.0046822966692105
30215248,3081960405,81.6272226851142,"LINESTRING (28.965995 41.0126222, 28.9658709 41.0126133, 28.9656958 41.0126122, 28.9653363 41.0126122, 28.9650285 41.0126575)",service,,False,,,permit,58.68410491943359,59.32892227172852,0.6448173522949361,0.0078995380595317,0.0078995380595317,False,False,False,0.0078995380595317,0.0078995380595317
30215250,30215248,68.88094824998566,"LINESTRING (28.9660188 41.012003, 28.965995 41.0126222)",secondary,Fuatpaşa Caddesi,False,,,,57.81315612792969,58.68410491943359,0.8709487915038991,0.0126442625084517,0.0126442625084517,False,False,False,0.0126442625084517,0.0126442625084517
30215250,1652842406,42.20242911665119,"LINESTRING (28.9660188 41.012003, 28.9660788 41.0120137, 28.9665074 41.0120931)",pedestrian,Şeker Ahmetpaşa Sokağı,False,,,,57.81315612792969,56.24816131591797,-1.5649948120117188,-0.0370830505439849,0.0370830505439849,False,False,True,-0.0370830505439849,0.0370830505439849
30215250,30215252,34.394167524783455,"LINESTRING (28.9660188 41.012003, 28.96603 41.0117729, 28.9660243 41.0117309, 28.9660099 41.0116957)",secondary,Fuatpaşa Caddesi,False,,,,57.81315612792969,56.59016799926758,-1.2229881286621094,-0.0355580092985492,0.0355580092985492,False,False,False,-0.0355580092985492,0.0355580092985492
30215252,10176882473,7.3636396254082035,"LINESTRING (28.9660099 41.0116957, 28.9659829 41.0116594, 28.9659666 41.0116381)",secondary,Bakırcılar Caddesi,False,,,,56.59016799926758,56.37047958374023,-0.2196884155273508,-0.0298342160538814,0.0298342160538814,False,False,False,-0.0298342160538814,0.0298342160538814
30215252,3082454070,53.036599442704315,"LINESTRING (28.9660099 41.0116957, 28.9661038 41.0116962, 28.9665066 41.011726, 28.9665171 41.0118264)",pedestrian,Mühürdar Eminpaşa Sokağı,False,,,,56.59016799926758,55.84148025512695,-0.748687744140625,-0.0141164356690974,0.0141164356690974,False,False,True,-0.0141164356690974,0.0141164356690974
30215252,30215250,34.394167524783455,"LINESTRING (28.9660099 41.0116957, 28.9660243 41.0117309, 28.96603 41.0117729, 28.9660188 41.012003)",secondary,Fuatpaşa Caddesi,False,,,,56.59016799926758,57.81315612792969,1.2229881286621094,0.0355580092985492,0.0355580092985492,False,False,False,0.0355580092985492,0.0355580092985492
30215252,7104331583,136.4786338859427,"LINESTRING (28.9660099 41.0116957, 28.9659196 41.0116612, 28.9651303 41.0111817, 28.9650816 41.0111521, 28.9651447 41.0110764, 28.964884 41.0109225)","['pedestrian', 'footway']",,False,,,,56.59016799926758,54.0439338684082,-2.546234130859375,-0.018656650190295,0.018656650190295,False,False,True,-0.018656650190295,0.018656650190295
30215295,256099720,36.68061921472793,"LINESTRING (28.9593377 41.0107153, 28.9593283 41.0110451)",tertiary,Büyük Reşit Paşa Caddesi,False,,,,46.61740112304688,47.29746246337891,0.6800613403320312,0.0185400725203399,0.0185400725203399,False,False,False,0.0185400725203399,0.0185400725203399
30215295,30215296,39.29990123901834,"LINESTRING (28.9593377 41.0107153, 28.9593505 41.010362)",tertiary,Büyük Reşit Paşa Caddesi,False,,,,46.61740112304688,44.21000671386719,-2.4073944091796946,-0.0612570091344033,0.0612570091344033,False,False,False,-0.0612570091344033,0.0612570091344033
30215295,3081584732,83.89920171862029,"LINESTRING (28.9593377 41.0107153, 28.9592666 41.010712, 28.9586713 41.0106839, 28.9583391 41.0106864)",living_street,Ahmet Şuayip Sokağı,False,,,,46.61740112304688,45.82240676879883,-0.794994354248054,-0.0094755890159037,0.0094755890159037,False,False,True,-0.0094755890159037,0.0094755890159037
30215296,30215295,39.29990123901834,"LINESTRING (28.9593505 41.010362, 28.9593377 41.0107153)",tertiary,Büyük Reşit Paşa Caddesi,False,,,,44.21000671386719,46.61740112304688,2.4073944091796946,0.0612570091344033,0.0612570091344033,False,False,False,0.0612570091344033,0.0612570091344033
30215296,256099861,84.51939429766804,"LINESTRING (28.9593505 41.010362, 28.9592846 41.0103596, 28.9583444 41.0103249)",living_street,Kurultay Sokağı,False,,,,44.21000671386719,43.12636184692383,-1.0836448669433594,-0.0128212568955106,0.0128212568955106,False,False,True,-0.0128212568955106,0.0128212568955106
30215296,10080802290,74.18996591495285,"LINESTRING (28.9593505 41.010362, 28.9593521 41.0099996, 28.9593651 41.0097396, 28.9593634 41.009695)",tertiary,Büyük Reşit Paşa Caddesi,False,,,,44.21000671386719,38.40491485595703,-5.805091857910156,-0.0782463205949546,0.0782463205949546,False,False,False,-0.0782463205949546,0.0782463205949546
31678562,11279359852,155.52830237006563,"LINESTRING (28.9612865 41.009673, 28.9604102 41.0096713, 28.9600052 41.0096805, 28.9597925 41.0096866, 28.9595036 41.0096952, 28.9594335 41.0096951)",pedestrian,Ordu Caddesi,False,,,,46.03291320800781,38.61794281005859,-7.414970397949226,-0.0476760196372874,0.0476760196372874,False,False,True,-0.0476760196372874,0.0476760196372874
31678562,10119894402,120.4885974010438,"LINESTRING (28.9612865 41.009673, 28.9616579 41.0096655, 28.9618009 41.0096641, 28.9620682 41.0096593, 28.9623718 41.0096394, 28.9625851 41.009617, 28.962717 41.0095994)",pedestrian,Ordu Caddesi,False,,,,46.03291320800781,47.54204177856445,1.5091285705566406,0.0125250737672174,0.0125250737672174,False,False,True,0.0125250737672174,0.0125250737672174
31678562,5011983663,133.56234311775626,"LINESTRING (28.9612865 41.009673, 28.9612877 41.0097285, 28.9612837 41.0098105, 28.961268 41.0098129, 28.9612299 41.0102032, 28.9611784 41.0108022, 28.9612335 41.0108453)","['pedestrian', 'footway', 'steps']",Kimyager Dervişpaşa Sokağı,False,,,,46.03291320800781,49.69784164428711,3.664928436279297,0.0274398333447031,0.0274398333447031,False,False,True,0.0274398333447031,0.0274398333447031
31678593,278366502,75.62900635701814,"LINESTRING (28.9785492 41.0124357, 28.978661 41.0128862, 28.9786975 41.0131063)",pedestrian,Tayahatun Sokağı,False,,,,9.857747077941896,6.184886455535889,-3.672860622406008,-0.0485641792656605,0.0485641792656605,False,False,True,-0.0485641792656605,0.0485641792656605
31678593,2370332227,87.05157237171687,"LINESTRING (28.9785492 41.0124357, 28.9784891 41.0125163, 28.978244 41.0127022, 28.9781653 41.0127617, 28.9778478 41.0130087)",footway,Hüdavendigar Caddesi,False,,,,9.857747077941896,11.87598991394043,2.0182428359985334,0.0231844501025263,0.0231844501025263,False,False,True,0.0231844501025263,0.0231844501025263
31678593,8025543158,44.13381781924186,"LINESTRING (28.9785492 41.0124357, 28.9785394 41.0123713, 28.9784383 41.0120481)",footway,,False,,,,9.857747077941896,10.53125095367432,0.6735038757324237,0.015260494310528,0.015260494310528,False,False,True,0.015260494310528,0.015260494310528
31678593,8025543156,38.72585826507012,"LINESTRING (28.9785492 41.0124357, 28.9786569 41.0124895, 28.9786828 41.0124853, 28.9787143 41.0124801, 28.9788408 41.0124595, 28.9789631 41.0124018)",footway,,False,,building_passage,,9.857747077941896,9.11368179321289,-0.7440652847290057,-0.0192136551147824,0.0192136551147824,False,False,True,-0.0192136551147824,0.0192136551147824
31678593,8602033002,5.8908974104384075,"LINESTRING (28.9785492 41.0124357, 28.9785144 41.0124189, 28.9784901 41.0124071)",footway,,False,,,,9.857747077941896,9.955135345458984,0.097388267517088,0.0165319917716646,0.0165319917716646,False,False,True,0.0165319917716646,0.0165319917716646
31678598,1055371734,22.70139593403592,"LINESTRING (28.9748744 41.0172365, 28.9751074 41.0171327)",primary,Reşadiye Caddesi,False,,,,0.2212540209293365,0.0433169826865196,-0.1779370382428169,-0.0078381540395072,0.0078381540395072,False,False,False,-0.0078381540395072,0.0078381540395072
31678598,10132350350,80.85594353763433,"LINESTRING (28.9748744 41.0172365, 28.974757 41.017279, 28.974653 41.0173136, 28.9745413 41.0173509, 28.9744106 41.0173938, 28.9742389 41.0174438, 28.9740631 41.0174856, 28.973981 41.0175069)",primary,,False,,,,0.2212540209293365,0.0052400380373001,-0.2160139828920363,-0.002671590651731,0.002671590651731,False,False,False,-0.002671590651731,0.002671590651731
31678598,11888714138,80.65968270399604,"LINESTRING (28.9748744 41.0172365, 28.9747548 41.0173099, 28.9745704 41.0173999, 28.974367 41.0175047, 28.9741543 41.0176206, 28.9740914 41.0176566)",primary_link,,False,,,,0.2212540209293365,0.0,-0.2212540209293365,-0.0027430559297052,0.0027430559297052,False,False,False,-0.0027430559297052,0.0027430559297052
31678600,10132350350,125.91788072360367,"LINESTRING (28.9725003 41.0176784, 28.9725844 41.017657, 28.9726801 41.0176406, 28.9727728 41.0176335, 28.9733686 41.0175873, 28.9737444 41.017543, 28.9738986 41.017522, 28.973981 41.0175069)",primary,,False,,,,-0.0171681363135576,0.0052400380373001,0.0224081743508577,0.0001779586363913,0.0001779586363913,False,False,False,0.0001779586363913,0.0001779586363913
31678600,2942366324,468.3015865818993,"LINESTRING (28.9725003 41.0176784, 28.9726788 41.0176801, 28.9729003 41.0176737, 28.9733442 41.0176545, 28.9734591 41.0176563, 28.973539 41.0176837, 28.9735718 41.0177214, 28.9735807 41.017755, 28.9735759 41.0178033, 28.9735545 41.0178373, 28.9735137 41.0178714, 28.9734471 41.0178984, 28.9733645 41.0179082, 28.973276 41.0179126, 28.9731284 41.0178982, 28.9729659 41.0178763, 28.9728033 41.0178543, 28.9723483 41.0177851, 28.9721631 41.0177512, 28.9720205 41.0177245, 28.9719616 41.0177141, 28.9718434 41.0176931, 28.9717003 41.017683, 28.9715461 41.017692, 28.9714049 41.0177106, 28.9712027 41.0177474, 28.9707987 41.0178295, 28.9699866 41.0179833, 28.9693639 41.0180888)",primary_link,,False,,yes,,-0.0171681363135576,2.535180568695068,2.5523487050086255,0.0054502243386319,0.0054502243386319,False,False,False,0.0054502243386319,0.0054502243386319
31678606,275606985,57.01347108355442,"LINESTRING (28.9731154 41.0061266, 28.9727443 41.0065561)",tertiary,Peykhane Caddesi,False,,,,36.12633514404297,39.9017448425293,3.775409698486328,0.066219607870452,0.066219607870452,False,False,False,0.066219607870452,0.066219607870452
31678606,1185323535,74.11273474803423,"LINESTRING (28.9731154 41.0061266, 28.9734005 41.0058263, 28.9737097 41.0056424)",secondary,Peykhane Caddesi,False,,,,36.12633514404297,36.12035751342773,-0.0059776306152414,-8.0655917442043e-05,8.0655917442043e-05,False,False,False,-8.0655917442043e-05,8.0655917442043e-05
31678606,275587910,46.90126658970094,"LINESTRING (28.9731154 41.0061266, 28.9731234 41.0062265, 28.9731744 41.0065459)",secondary,Klod Farer Caddesi,False,,,,36.12633514404297,41.7220458984375,5.595710754394531,0.1193083078831669,0.1193083078831669,False,False,False,0.1193083078831669,0.1193083078831669
31678611,3180525658,31.466394160971653,"LINESTRING (28.9770894 41.0072204, 28.9768671 41.0069925)",pedestrian,Atmeydanı Caddesi,False,,,,34.13510894775391,35.07120895385742,0.9361000061035084,0.0297491985041161,0.0297491985041161,False,False,True,0.0297491985041161,0.0297491985041161
31678611,11005946269,13.445381005517795,"LINESTRING (28.9770894 41.0072204, 28.9771856 41.0073171)",pedestrian,Atmeydanı Caddesi,False,,,,34.13510894775391,34.57399749755859,0.4388885498046733,0.0326423289622331,0.0326423289622331,False,False,True,0.0326423289622331,0.0326423289622331
31678611,3424583835,7.602412759939226,"LINESTRING (28.9770894 41.0072204, 28.9771168 41.0072045, 28.9771613 41.0071788)",pedestrian,Dalbastı Sokağı,False,,,,34.13510894775391,34.55556869506836,0.420459747314446,0.0553060930248421,0.0553060930248421,False,False,True,0.0553060930248421,0.0553060930248421
31678612,3076823493,11.120898972873032,"LINESTRING (28.9766076 41.0075591, 28.976621 41.0076586)",pedestrian,Atmeydanı Caddesi,False,,,,35.316162109375,35.89216995239258,0.5760078430175781,0.0517950791948224,0.0517950791948224,False,False,True,0.0517950791948224,0.0517950791948224
31678612,13431435329,12.2000537662344,"LINESTRING (28.9766076 41.0075591, 28.9765101 41.0076052, 28.9764856 41.0076187)",footway,,False,,,,35.316162109375,35.81434631347656,0.4981842041015625,0.0408345908671621,0.0408345908671621,False,False,True,0.0408345908671621,0.0408345908671621
31678612,3076823029,30.034667945893567,"LINESTRING (28.9766076 41.0075591, 28.9765692 41.0074823, 28.9765107 41.0074158, 28.9764313 41.0073257)",pedestrian,Atmeydanı Caddesi,False,,,,35.316162109375,35.64663696289062,0.3304748535156179,0.0110031132726673,0.0110031132726673,False,False,True,0.0110031132726673,0.0110031132726673
31678616,3243465420,31.738660479400348,"LINESTRING (28.9787115 41.0058551, 28.9785569 41.0061156)",pedestrian,Dalbastı Sokağı,False,,,,29.45767974853516,31.1561450958252,1.698465347290039,0.0535140841369915,0.0535140841369915,False,False,True,0.0535140841369915,0.0535140841369915
31678616,356404378,29.13907916816212,"LINESTRING (28.9787115 41.0058551, 28.9787939 41.0058144, 28.9788797 41.0057557, 28.9789782 41.0056883)",pedestrian,Dalbastı Sokağı,False,,,,29.45767974853516,29.11949157714844,-0.3381881713867187,-0.0116060006369806,0.0116060006369806,False,False,True,-0.0116060006369806,0.0116060006369806
31678616,3279422229,52.96600631782633,"LINESTRING (28.9787115 41.0058551, 28.9786809 41.0058201, 28.9786188 41.0057492, 28.9783635 41.0054577)","['pedestrian', 'steps']",Şifa Hamamı Sokağı,False,,,,29.45767974853516,28.94513893127441,-0.5125408172607493,-0.0096767880550633,0.0096767880550633,False,False,True,-0.0096767880550633,0.0096767880550633
31678621,4078371621,31.808662731490543,"LINESTRING (28.9813019 41.0084746, 28.9810042 41.0082975)",pedestrian,Bab-I Hümayun Caddesi,False,,,,38.06301498413086,36.34803009033203,-1.714984893798828,-0.0539156552501339,0.0539156552501339,False,False,True,-0.0539156552501339,0.0539156552501339
31678621,275610075,201.28717300324263,"LINESTRING (28.9813019 41.0084746, 28.9811026 41.0087346, 28.9810836 41.0087675, 28.9810579 41.0088003, 28.9810375 41.0088191, 28.9810274 41.0088285, 28.9799324 41.0095572, 28.9796105 41.0097294)",pedestrian,Soğukçeşme Sokağı,False,,,,38.06301498413086,34.91938018798828,-3.143634796142578,-0.015617660823782,0.015617660823782,False,False,True,-0.015617660823782,0.015617660823782
31678621,277129898,72.22988371701356,"LINESTRING (28.9813019 41.0084746, 28.9813703 41.0083764, 28.9813967 41.0083017, 28.9814164 41.0082255, 28.9814754 41.0078444)",pedestrian,İshakpaşa Caddesi,False,,,,38.06301498413086,34.04130172729492,-4.0217132568359375,-0.055679353888931,0.055679353888931,False,False,True,-0.055679353888931,0.055679353888931
31678621,31678652,35.64232977976953,"LINESTRING (28.9813019 41.0084746, 28.9814053 41.0085651, 28.9815223 41.0086612, 28.9815823 41.0087153)",pedestrian,,False,,building_passage,,38.06301498413086,38.7947998046875,0.7317848205566406,0.0205313408264349,0.0205313408264349,False,False,True,0.0205313408264349,0.0205313408264349
31678629,311371045,43.59191705052287,"LINESTRING (28.9746557 41.0109987, 28.9742344 41.0112281)",residential,Türkocağı Caddesi,False,,,,42.84157180786133,43.41245269775391,0.5708808898925852,0.0130960262479609,0.0130960262479609,False,False,True,0.0130960262479609,0.0130960262479609
31678629,269716595,36.0933919944988,"LINESTRING (28.9746557 41.0109987, 28.9749715 41.0107783)",tertiary,Kazım İsmail Gürkan Caddesi,False,,,,42.84157180786133,42.82149887084961,-0.0200729370117187,-0.0005561388360168,0.0005561388360168,False,False,False,-0.0005561388360168,0.0005561388360168
31678629,311371023,48.00136610410152,"LINESTRING (28.9746557 41.0109987, 28.974385 41.0106184)",secondary,Bab-ı Ali Caddesi,False,,,,42.84157180786133,46.74503707885742,3.9034652709960938,0.081319878741171,0.081319878741171,False,False,False,0.081319878741171,0.081319878741171
31678629,2768450516,73.44937723483153,"LINESTRING (28.9746557 41.0109987, 28.9747927 41.0111521, 28.9751501 41.0115438)",secondary,Ankara Caddesi,False,,,,42.84157180786133,36.53869247436523,-6.302879333496101,-0.0858125633025397,0.0858125633025397,False,False,False,-0.0858125633025397,0.0858125633025397
31678630,2379695095,25.03523525329403,"LINESTRING (28.9742002 41.0103095, 28.973904 41.0102824)",secondary,Nur-u Osmaniye Caddesi,False,,,,46.91342544555664,52.69852828979492,5.785102844238281,0.2310784294897769,0.2310784294897769,False,False,False,0.2310784294897769,0.2310784294897769
31678630,4776966613,32.22556829199616,"LINESTRING (28.9742002 41.0103095, 28.9740752 41.0100812, 28.9740554 41.0100411)",secondary,Bab-ı Ali Caddesi,False,,,,46.91342544555664,54.22261428833008,7.309188842773437,0.2268133420191325,0.2268133420191325,False,False,False,0.2268133420191325,0.2268133420191325
